number,opcode,operands,result,may_throw,may_bailout,may_call_php,may_run_dtor,reference_semantics,observer_boundary,interrupt_boundary,existing_jit_support,planned_znmir_lowering,n0_x64,n0_a64,special_cases,effect_ids,read_domains,write_domains,ownership_actions,barrier_ids,tests,source_refs,reason
0,ZEND_NOP,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,runtime.misc,not_started,not_started,[],[],[],[],[],[],"[""contract.opcode_matrix"",""opcode.ZEND_NOP""]","[{""end_line"":8144,""path"":""Zend/zend_vm_def.h"",""start_line"":8138,""symbol"":""ZEND_NOP""},{""end_line"":2726,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2726,""symbol"":""ZEND_NOP""}]",The cited VM definition is an explicit control/metadata no-op with pure/no-memory/no-ownership behavior; it contains no semantic value access.
171,ZEND_FUNC_NUM_ARGS,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""UNUSED""],""op2"":[""UNUSED""],""spec"":[],""variants"":[]}",temporary,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,runtime.misc,not_started,not_started,[],"[""read_memory"",""write_memory""]","[""frame.args"",""frame.call_chain""]","[""frame.temps""]","[""produce_owned""]",[],"[""contract.opcode_matrix"",""opcode.ZEND_FUNC_NUM_ARGS""]","[{""end_line"":9720,""path"":""Zend/zend_vm_def.h"",""start_line"":9713,""symbol"":""ZEND_FUNC_NUM_ARGS""}]",The cited VM handler and operand declaration provide the ordinary operand/result paths used for this conservative annotation; JIT status uses only cited compiler cases.
172,ZEND_FUNC_GET_ARGS,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""UNUSED"",""CONST""],""op2"":[""UNUSED""],""spec"":[],""variants"":[]}",temporary,never,never,never,never,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,none,runtime.reference,not_started,not_started,"[""reference""]","[""allocate"",""call_internal"",""read_memory"",""write_memory""]","[""frame.args"",""frame.call_chain"",""heap.array"",""heap.reference""]","[""frame.temps"",""gc.metadata"",""heap.reference"",""heap.zval""]","[""canonicalize"",""produce_owned""]","[""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_FUNC_GET_ARGS""]","[{""end_line"":9797,""path"":""Zend/zend_vm_def.h"",""start_line"":9721,""symbol"":""ZEND_FUNC_GET_ARGS""}]","The cited VM handler and operand declaration provide the allocation, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
173,ZEND_FETCH_STATIC_PROP_R,"{""dispatches"":[{""kind"":""helper"",""source_line"":1895,""target"":""zend_fetch_static_prop_helper"",""target_end_line"":1892,""target_start_line"":1858}],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""CLASS_FETCH""],""spec"":[],""variants"":[]}",temporary,conditional,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,runtime.object,not_started,not_started,"[""exception"",""reference""]","[""call_internal"",""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.temps"",""heap.object"",""heap.reference"",""runtime.cache""]","[""engine.exception"",""frame.temps"",""heap.object""]","[""borrow"",""canonicalize"",""copy_addref"",""produce_owned""]","[""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_STATIC_PROP_R""]","[{""end_line"":1892,""path"":""Zend/zend_vm_def.h"",""start_line"":1858,""symbol"":""zend_fetch_static_prop_helper""},{""end_line"":1898,""path"":""Zend/zend_vm_def.h"",""start_line"":1893,""symbol"":""ZEND_FETCH_STATIC_PROP_R""},{""end_line"":2491,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2491,""symbol"":""ZEND_FETCH_STATIC_PROP_R""},{""end_line"":6144,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6144,""symbol"":""ZEND_FETCH_STATIC_PROP_R""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_fetch_static_prop_helper) are cited and included in the conservative effect union.
174,ZEND_FETCH_STATIC_PROP_W,"{""dispatches"":[{""kind"":""helper"",""source_line"":1901,""target"":""zend_fetch_static_prop_helper"",""target_end_line"":1892,""target_start_line"":1858}],""extended"":[""FETCH_REF"",""DIM_WRITE"",""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""CLASS_FETCH""],""spec"":[],""variants"":[]}",temporary,conditional,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,runtime.object,not_started,not_started,"[""exception"",""reference""]","[""call_internal"",""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.temps"",""heap.object"",""heap.reference"",""runtime.cache""]","[""engine.exception"",""frame.temps"",""heap.object""]","[""borrow"",""canonicalize"",""copy_addref"",""produce_owned""]","[""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_STATIC_PROP_W""]","[{""end_line"":1892,""path"":""Zend/zend_vm_def.h"",""start_line"":1858,""symbol"":""zend_fetch_static_prop_helper""},{""end_line"":1904,""path"":""Zend/zend_vm_def.h"",""start_line"":1899,""symbol"":""ZEND_FETCH_STATIC_PROP_W""},{""end_line"":2493,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2493,""symbol"":""ZEND_FETCH_STATIC_PROP_W""},{""end_line"":6146,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6146,""symbol"":""ZEND_FETCH_STATIC_PROP_W""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_fetch_static_prop_helper) are cited and included in the conservative effect union.
175,ZEND_FETCH_STATIC_PROP_RW,"{""dispatches"":[{""kind"":""helper"",""source_line"":1907,""target"":""zend_fetch_static_prop_helper"",""target_end_line"":1892,""target_start_line"":1858}],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""CLASS_FETCH""],""spec"":[],""variants"":[]}",temporary,conditional,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,runtime.object,not_started,not_started,"[""exception"",""reference""]","[""call_internal"",""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.temps"",""heap.object"",""heap.reference"",""runtime.cache""]","[""engine.exception"",""frame.temps"",""heap.object""]","[""borrow"",""canonicalize"",""copy_addref"",""produce_owned""]","[""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_STATIC_PROP_RW""]","[{""end_line"":1892,""path"":""Zend/zend_vm_def.h"",""start_line"":1858,""symbol"":""zend_fetch_static_prop_helper""},{""end_line"":1910,""path"":""Zend/zend_vm_def.h"",""start_line"":1905,""symbol"":""ZEND_FETCH_STATIC_PROP_RW""},{""end_line"":2494,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2494,""symbol"":""ZEND_FETCH_STATIC_PROP_RW""},{""end_line"":6147,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6147,""symbol"":""ZEND_FETCH_STATIC_PROP_RW""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_fetch_static_prop_helper) are cited and included in the conservative effect union.
176,ZEND_FETCH_STATIC_PROP_IS,"{""dispatches"":[{""kind"":""helper"",""source_line"":1929,""target"":""zend_fetch_static_prop_helper"",""target_end_line"":1892,""target_start_line"":1858}],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""CLASS_FETCH""],""spec"":[],""variants"":[]}",temporary,conditional,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,runtime.object,not_started,not_started,"[""exception"",""reference""]","[""call_internal"",""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.temps"",""heap.object"",""heap.reference"",""runtime.cache""]","[""engine.exception"",""frame.temps"",""heap.object""]","[""borrow"",""canonicalize"",""copy_addref"",""produce_owned""]","[""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_STATIC_PROP_IS""]","[{""end_line"":1892,""path"":""Zend/zend_vm_def.h"",""start_line"":1858,""symbol"":""zend_fetch_static_prop_helper""},{""end_line"":1931,""path"":""Zend/zend_vm_def.h"",""start_line"":1927,""symbol"":""ZEND_FETCH_STATIC_PROP_IS""},{""end_line"":2492,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2492,""symbol"":""ZEND_FETCH_STATIC_PROP_IS""},{""end_line"":6145,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6145,""symbol"":""ZEND_FETCH_STATIC_PROP_IS""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_fetch_static_prop_helper) are cited and included in the conservative effect union.
177,ZEND_FETCH_STATIC_PROP_FUNC_ARG,"{""dispatches"":[{""kind"":""handler"",""source_line"":1914,""target"":""ZEND_FETCH_STATIC_PROP_W"",""target_end_line"":1904,""target_start_line"":1899},{""kind"":""handler"",""source_line"":1916,""target"":""ZEND_FETCH_STATIC_PROP_R"",""target_end_line"":1898,""target_start_line"":1893}],""extended"":[""FETCH_REF"",""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""CLASS_FETCH""],""spec"":[],""variants"":[]}",temporary,conditional,never,never,never,The cited dispatched handler carries the target opcode's reference and indirect-zval semantics.,never,never,trace,runtime.object,not_started,not_started,"[""exception"",""reference""]","[""call_internal"",""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.temps"",""heap.object"",""heap.reference"",""runtime.cache""]","[""engine.exception"",""frame.temps"",""heap.object""]","[""borrow"",""canonicalize"",""copy_addref"",""produce_owned""]","[""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_STATIC_PROP_FUNC_ARG""]","[{""end_line"":1892,""path"":""Zend/zend_vm_def.h"",""start_line"":1858,""symbol"":""zend_fetch_static_prop_helper""},{""end_line"":1898,""path"":""Zend/zend_vm_def.h"",""start_line"":1893,""symbol"":""ZEND_FETCH_STATIC_PROP_R""},{""end_line"":1904,""path"":""Zend/zend_vm_def.h"",""start_line"":1899,""symbol"":""ZEND_FETCH_STATIC_PROP_W""},{""end_line"":1920,""path"":""Zend/zend_vm_def.h"",""start_line"":1911,""symbol"":""ZEND_FETCH_STATIC_PROP_FUNC_ARG""},{""end_line"":6137,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6137,""symbol"":""ZEND_FETCH_STATIC_PROP_FUNC_ARG""}]","The cited VM handler and operand declaration provide the ordinary operand/result paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched handler definitions (ZEND_FETCH_STATIC_PROP_R, ZEND_FETCH_STATIC_PROP_W) are cited and included in the conservative effect union."
178,ZEND_FETCH_STATIC_PROP_UNSET,"{""dispatches"":[{""kind"":""helper"",""source_line"":1923,""target"":""zend_fetch_static_prop_helper"",""target_end_line"":1892,""target_start_line"":1858}],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""CLASS_FETCH""],""spec"":[],""variants"":[]}",temporary,conditional,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,runtime.object,not_started,not_started,"[""exception"",""reference""]","[""call_internal"",""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.temps"",""heap.object"",""heap.reference"",""runtime.cache""]","[""engine.exception"",""frame.temps"",""heap.object""]","[""borrow"",""canonicalize"",""copy_addref"",""produce_owned""]","[""exception""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_STATIC_PROP_UNSET""]","[{""end_line"":1892,""path"":""Zend/zend_vm_def.h"",""start_line"":1858,""symbol"":""zend_fetch_static_prop_helper""},{""end_line"":1926,""path"":""Zend/zend_vm_def.h"",""start_line"":1921,""symbol"":""ZEND_FETCH_STATIC_PROP_UNSET""},{""end_line"":2495,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2495,""symbol"":""ZEND_FETCH_STATIC_PROP_UNSET""},{""end_line"":6148,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6148,""symbol"":""ZEND_FETCH_STATIC_PROP_UNSET""}]",The cited VM handler and operand declaration provide the exception paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_fetch_static_prop_helper) are cited and included in the conservative effect union.
179,ZEND_UNSET_STATIC_PROP,"{""dispatches"":[],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_COLD_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,runtime.object,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.class_table"",""engine.exception"",""frame.call_chain"",""heap.object"",""heap.string"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""heap.zval""]","[""borrow"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_UNSET_STATIC_PROP""]","[{""end_line"":6771,""path"":""Zend/zend_vm_def.h"",""start_line"":6720,""symbol"":""ZEND_UNSET_STATIC_PROP""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
180,ZEND_ISSET_ISEMPTY_STATIC_PROP,"{""dispatches"":[],""extended"":[""ISSET"",""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""CLASS_FETCH""],""spec"":[],""variants"":[]}",temporary,never,never,never,never,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,partial,runtime.object,not_started,not_started,"[""reference""]","[""call_internal"",""read_memory"",""write_memory""]","[""heap.object"",""heap.reference"",""runtime.cache""]","[""frame.temps"",""heap.reference""]","[""canonicalize"",""produce_owned""]",[],"[""contract.opcode_matrix"",""opcode.ZEND_ISSET_ISEMPTY_STATIC_PROP""]","[{""end_line"":7590,""path"":""Zend/zend_vm_def.h"",""start_line"":7571,""symbol"":""ZEND_ISSET_ISEMPTY_STATIC_PROP""},{""end_line"":289,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":289,""symbol"":""ZEND_ISSET_ISEMPTY_STATIC_PROP""}]",The cited VM handler and operand declaration provide the reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases.
181,ZEND_FETCH_CLASS_CONSTANT,"{""dispatches"":[],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR"",""CONST"",""UNUSED"",""CLASS_FETCH""],""op2"":[""CONST"",""TMPVARCV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,none,runtime.variable,not_started,not_started,"[""destructor"",""exception"",""reference"",""zts""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.class_table"",""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.array"",""heap.reference"",""heap.string"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_CLASS_CONSTANT""]","[{""end_line"":6260,""path"":""Zend/zend_vm_def.h"",""start_line"":6128,""symbol"":""ZEND_FETCH_CLASS_CONSTANT""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
